guid,Tenant Name,Rent Amount,Tenant Screening Score,Tenant Screening Approved,Lease Start Date
1998EDAD-0B31-1F72-95BD-B78FA95ABE85,Donna Emerson,1796,73,0,09/10/22
5C657637-CDA6-ECC8-25BC-DBD8C8BCE7DC,Ella Rosario,1009,99,1,10/14/22
2155A2B2-31F6-1EF8-DF49-36F97D378D93,Erica Moreno,1399,97,0,05/17/23
D4E2E4C4-2A4D-45A9-715E-9759EC351DEB,Chadwick King,1958,80,0,03/06/23
74734741-B619-9B58-A336-1B072143613F,Larissa Zamora,1465,73,1,03/03/23
0C348752-BC2B-3916-AA18-151056116459,Eaton Workman,1512,99,1,07/22/23
2F7E856A-B741-D716-B942-197B91FD8D92,Yael Hyde,1828,99,0,09/12/22
C874D4A9-2AFE-A9ED-CE9D-98A41BC8E9E2,Troy Thornton,1352,66,1,02/08/23
6A2CA956-5B1C-F1D5-443A-89EAFA3C33A9,Melvin Randall,1135,78,1,03/18/23
643CA4FE-6D2E-F7EF-2BD5-D90CE5EBA142,Ivory Ratliff,1535,69,0,05/03/23
D4154A53-9D3E-B232-4D01-64FA6D947F6C,Tucker Abbott,1062,67,0,02/10/23
70F9333E-2B39-D66C-C2ED-9494C3DA2CEF,Orson Gomez,1463,78,0,10/23/22
5617398B-112F-6C5A-9956-00DF19658C8D,Roth Hammond,1346,85,1,05/20/23
6EA97F47-B2BA-349D-838C-B9C74D7D8266,Brian Emerson,1665,60,1,05/02/23
05C5D934-D6EB-9056-2636-23E9DEE48A7E,Ivan Rivers,1156,89,0,11/06/22
35B402C5-749D-3515-A48A-CD376372519D,Aphrodite Deleon,1210,67,1,04/22/23
A5AE3CE1-7179-938D-4C0C-A1E376911462,Oprah Vega,1927,82,1,05/26/23
B4ED22D7-D028-AE1C-9EAC-59465DC05BB6,Ava Sandoval,1747,76,1,07/26/23
247EDB54-CAD9-79EC-B263-8C84156723C5,Jaden Bailey,1264,89,0,09/11/22
FD6A634A-895C-BF3D-141B-79E73986ADB8,Mira Jefferson,1768,63,0,11/21/22
C648474D-B592-E96C-1C81-6E3D6055B71D,Astra Sears,1001,75,1,02/09/23
31E919C4-80E1-2AE9-9D64-55B2A8F65CD3,Naomi Golden,1084,98,1,01/06/23
16E70158-45F1-8119-1D6F-9BFC2584E879,Heidi Kirk,1284,76,0,10/03/22
399929DE-13EB-626A-2E72-5C9E8AC33399,Karina Dickson,1803,90,1,05/23/23
92ADF874-C467-2E88-7B93-EB7643E8C3DC,Rhona Koch,1154,77,0,03/06/23
24E8EA1D-A1FC-878A-1E55-D83D3A6EC8AC,Remedios Whitehead,1660,78,0,05/20/23
34A22093-4AC1-AA77-EDD9-ECC316038786,Ila Pate,1600,98,1,12/17/22
A21BF7AA-B118-CBB5-4354-C587788E44BB,Philip Villarreal,1842,74,1,01/02/23
BC715ED3-D2B9-4795-6644-B9E6DBA86621,Jesse Wright,1334,93,1,03/17/23
8BBA6ACE-B3DA-6055-8B48-8546DF893285,Justin Sears,1846,90,1,03/06/23
1D937CCB-2943-4385-8CA5-BA91C37EA414,Ursa Burke,1617,74,1,09/23/22
62A79282-2677-74C8-7D7C-E4746F22881C,Desirae Browning,1108,61,1,10/24/22
64AF538B-C03E-B589-344E-636B653BA509,Azalia Maxwell,1804,74,1,05/24/23
664171C3-DE63-955D-D54B-3B0DDD25C271,Darrel Merritt,1911,97,0,01/28/23
6AC5281C-6FBE-46B4-5A4B-716D0787962E,Cassidy Barton,1708,65,0,12/12/22
72BDD28C-07B0-FC75-6CE7-4C0ACF21BE09,Benedict Richardson,1617,86,0,03/21/23
BA14ABCC-5E7F-2369-CAE9-1016E8378A81,Colby Atkins,1421,73,1,10/02/22
BEB66491-A664-1BB7-F7A6-C83287E631A8,Jesse Harding,1326,63,0,10/17/22
8F698665-C599-8B50-C13A-43A74A6F4147,Silas Ferrell,1478,90,1,10/05/22
A0D6A5B6-37BE-E6A5-0B12-AE0BE9D7410C,Jena Merritt,1725,78,0,05/21/23
E41EB177-428C-C2CA-1DB7-79DF2FE4D7E9,Arden Griffin,1012,68,0,04/18/23
C44812BC-B49F-786A-9D9C-AC9984C83D95,Lysandra Mccall,1279,77,0,12/20/22
BCB1145A-32AF-345D-DCC6-EDDD2383F7ED,Riley Haley,1644,97,0,02/03/23
A49C4CC4-F71D-B795-1E73-AD4C6B6AA43B,Aaron Horton,1508,86,1,04/09/23
E56F1757-2535-6CB3-6692-24880A2DA24E,Ruth Perkins,1888,83,1,05/27/23
3182B5E8-37A4-3788-5BA8-EC5FD7C95B60,Gavin Mcintyre,1621,66,0,08/25/22
4EABD1ED-B2B6-5452-D0B9-735916290756,Wyatt Stanton,1893,70,0,09/21/22
D9A99823-6128-67FD-BC5D-5C27A6A24DF2,Tatiana Fox,1810,74,0,10/23/22
8E18DCAB-E57A-B7E7-AD96-35D86F4317B4,Slade Parsons,1711,91,1,07/12/23
6C3C7CB8-736A-51BD-D853-645AD89784FC,Eric Rocha,1690,68,0,03/17/23
49566258-42DF-956F-8198-A96CB623F819,Talon Nash,1216,98,0,03/10/23
2433A2B4-8E18-586D-123B-44D943302FB4,Preston Owen,1018,70,0,04/13/23
921DB967-2920-3948-1BD2-7BA2CB8D1A29,Kasimir Castillo,1244,74,1,04/14/23
6CEBAC12-2417-D6E8-C993-A1C2649164DA,Upton Gomez,1851,89,1,12/30/22
3AED7848-7569-847F-99B5-C6C8ECED2E7F,Irene Atkinson,1853,83,0,10/30/22
7DC5B8D5-635E-3E72-C736-2E45EAF73719,Cassandra Richards,1686,83,1,07/11/23
606AB42C-1E84-1527-CA8E-455B7261C3C4,Oleg Kirby,1860,68,0,05/13/23
96A7EE8B-6E95-4755-AE60-2E93236CBB46,Dominic Brewer,1148,91,1,08/05/22
2416D9B6-A2D9-D7F8-891D-62A387E71B99,Garrett Arnold,1056,93,1,08/27/22
55B58C69-450D-54C0-C07F-3EE9782D2FF4,Bo Puckett,1574,67,0,08/01/22
39BC5953-A5A7-FD3C-06DD-805C3E572A33,Gray Farley,1572,68,1,02/02/23
59AEE611-DB66-A595-DDA7-8DCBBA75A125,Jaquelyn Abbott,1853,76,1,12/04/22
E21EB977-C998-CC3F-E3C1-E993C634C4AA,Daria Walters,1404,91,0,12/11/22
125379B2-3109-90DC-6B4D-FEEC66A18054,Maxwell Hess,1304,94,0,02/12/23
22923DC8-2DA1-3DF8-A013-4D7C426C1D2C,Hamilton Holmes,1234,65,1,07/01/23
41952793-61A2-1524-E5CA-3B78B6938F8D,Demetrius Cash,1886,76,1,02/25/23
46F39165-33BD-DCFB-A2A8-8318C277CA14,Brandon Peterson,1076,72,1,04/29/23
8BAD16F5-132F-CD95-86D7-AE0C8CBAADC2,Eleanor Reeves,1131,71,0,11/18/22
6BC84123-9643-FA5F-2C3E-C2DC1EAE9D44,Elvis Herrera,1237,80,1,05/28/23
EA26C3CB-1EC2-78E8-6BB5-56DCC9096531,Haviva Mccray,1706,65,1,02/05/23
E7BD2300-7A87-D94F-D43F-65CD409584F0,Evan Hendrix,1301,75,0,06/07/23
C3577121-872A-0138-1750-33BC1F5812B9,Price Rowland,1360,68,0,07/07/23
1ABF53AF-F68B-1982-5A3F-D1D697712A1F,Gail Andrews,1022,78,1,08/01/23
31599EC9-0EE8-DEAD-D6F4-735269AB2344,Tucker Clark,1834,71,1,09/01/22
5BAAE861-AC8B-E71D-5442-2D6C04C93173,Alfonso Fletcher,1702,70,0,01/06/23
AB3B4F93-D495-F63C-5F61-A7863A113645,Sheila Porter,1316,61,1,04/11/23
B606E4EA-CB7A-CA9A-10DE-87862E39193D,Andrew Carson,1022,84,0,06/23/23
931F3D71-8569-D49C-1CD4-0BCE8E43E84E,Haviva Robinson,1880,78,1,08/14/22
6E9D4ABE-9CB3-1307-5927-86176137D804,Xaviera Mcconnell,1133,92,1,12/10/22
E987C7CC-1A41-24C9-B4B2-657CCD7C2FE1,Alexander Summers,1296,97,0,01/24/23
4C5E444C-1DEB-357D-8B39-A3C4AB2B8563,Alan Hyde,1649,65,1,04/27/23
4B846C06-FA62-74B7-B2F4-6CCB9C7E67CD,Shana Carpenter,1996,77,0,08/10/22
DD480DB6-2322-C12A-27BB-FED825B19EB9,Camden Schneider,1566,80,0,05/30/23
79BF6C24-1289-FB98-1FCC-418CE48866DE,Sylvester Moreno,1521,62,0,05/11/23
BAA48330-BA62-81BE-D439-5D2917E817D0,Jeremy Burgess,1382,60,1,02/13/23
4B2C8065-CD6D-6CB5-7F7A-8A218884C0B0,Steel Bentley,1988,66,1,04/22/23
264836C2-CC6A-C26D-0C8B-AE660AA2AC5E,Bianca Burks,1901,67,0,06/25/23
7BA23E0A-CCFC-92AE-C654-4F568E2ABD38,Dean Simon,1994,67,1,01/08/23
355F78EB-7B58-B5EE-D43F-1A921D228461,Connor Charles,1193,94,0,03/22/23
1649AC33-4AE7-4979-5A03-CB32EA727822,Maite Browning,1189,96,0,06/13/23
D17ACB11-549B-6B79-1F79-1BEE0B45D869,Myra Moon,1397,85,1,08/27/22
2BA0D20A-99FA-BFD6-3854-6E2493A79A5B,Charde Kidd,1807,95,1,02/04/23
D9545E67-0C63-C177-4169-A17D23C64234,Rhona Alston,1138,64,0,08/09/22
94865145-9E89-D25D-9A3E-AB3E06A1DB64,Halla Heath,1950,67,1,08/04/22
F9A41A58-B6B8-4138-885D-A9FEE1161931,Ignacia Carroll,1187,73,1,08/06/22
75FF5AC3-3759-B216-661B-E8A9BC641E6D,Rosalyn Roach,1082,75,0,11/07/22
A7853008-B363-C96A-2DE5-6524994B479A,John Cooley,1349,66,0,07/21/23
C6E7F2A1-011D-733C-86CC-B3277F9C63BB,Nelle Valdez,1111,63,0,11/30/22
DA3E82A8-CAEC-8EF7-ABF9-2D6A9542C320,George Bell,1608,72,0,09/23/22
3C34A81A-01D7-66C9-BC19-B1C83A8427A9,Jonah Joyce,1484,81,0,07/14/23
7EDA514D-E4E3-CDDD-F228-8082BC72611D,Mary Nielsen,1797,94,1,10/08/22
149AC9A6-5AF2-24C5-5E15-0AE9F2521EDA,Lars Tyson,1342,81,0,11/25/22
34C21B43-1BC3-B564-85EC-2EFE18F7AA35,Charles Alexander,1491,97,0,11/07/22
8BD8EBCB-C5EE-D1ED-B19C-637DB032924C,Donna Bartlett,1156,80,1,10/29/22
995D3541-D574-83A5-D842-0E183C141F0F,Leonard Stark,1957,71,0,02/08/23
D65061ED-DBA1-4543-6995-E72B4D7295B3,Brent Floyd,1735,71,0,11/08/22
201275C7-9BB2-19DE-0EC3-44284CDD395A,Keiko Harrington,1280,68,0,10/02/22
D3147A0B-9834-A634-5AC2-B5DD8520B79D,Colton Ellis,1195,97,1,01/18/23
89E5255B-6750-6CC3-E89B-117F3A14E3B4,Hannah Stevens,1207,82,1,05/03/23
456532A3-7AE6-96A8-C5E4-92E33A031768,Brynn Ayers,1425,94,0,04/30/23
DE4E5883-5C9B-C368-AA43-2F9E703EDC35,Roary Miranda,1704,82,0,08/14/22
05B7D7A2-3FA5-2E7C-2847-BD58476C58C8,Lois Pace,1930,81,0,09/19/22
D3379123-2254-259E-3C78-2080C2AB13A3,Dexter Jenkins,1867,61,1,02/28/23
34F2C9F6-7949-D14B-D66D-0AFAC7CD91C4,Tatum Salas,1554,96,0,03/31/23
68BB45C6-7D13-75D5-5A6A-BC3B224EEB4B,Paul Hayes,1888,69,1,03/09/23
8D612B78-A9E6-1C8D-A911-9EB4193E1519,Constance Downs,1250,75,0,06/03/23
A1C8AB47-C7F6-09ED-1C69-1EB32780A47E,Neil Lara,1909,73,1,04/10/23
78E453D1-7545-8A56-56F1-18C613D0326C,Dexter Young,1366,71,1,08/24/22
EA9E9DCB-19D7-BF43-3ABA-1861FD81246C,Alden Schmidt,1779,89,1,04/09/23
89CC0F44-64ED-71B6-B1DB-2DA1FF076CE1,Jescie Smith,1338,63,1,09/15/22
DA833029-D12F-8625-149E-A871A6F423D5,David Holloway,1720,79,0,04/20/23
76209C82-38AD-A0DE-47CE-E9694C409173,Ivana Wade,1508,88,1,01/23/23
A57A9665-3FA2-038A-D736-B540D4D3F138,Alea Adams,1508,65,1,01/10/23
664A38F3-2753-C9BD-6CAB-289CBEF9C299,Kenneth Travis,1212,96,1,09/18/22
42153CC7-37F4-C632-2E51-F1C1C43A3BDE,Lunea Case,1076,75,0,11/03/22
61716199-5BC5-4CCA-FA47-8D85B2D73AB3,Charissa Wong,1558,82,1,05/27/23
994E9339-D059-B562-51D5-96DCA91F8186,Keiko Stark,1035,93,1,07/22/23
EE4E9167-BB8E-7DA4-7E9F-24AE1A198817,David Middleton,1986,83,1,02/22/23
D7143D56-3DFA-C50E-A3B1-4A5B7EBE18B5,Beau Stanley,1117,100,1,08/09/22
E19E6621-B6FC-009E-A8BB-44B6F32FEAF5,Addison May,1569,86,0,05/11/23
5C7F63CA-2A29-4060-E16A-43A782C3BAB3,Nora Black,1539,93,1,04/11/23
6D349D87-E509-9BB2-3ADE-552C74710737,Idola Gilbert,1006,71,0,09/24/22
CD905DDC-78F4-6AFD-D8AB-74B1985491CE,Nehru Combs,1968,80,0,03/30/23
820A0D7B-5761-4277-3D09-E57CB4D6149E,Kiayada Ingram,1108,88,1,01/11/23
D28E95A9-0A9E-10DE-1523-54274F5E81ED,Maya Hardin,1201,98,0,03/08/23
B6524C64-F532-E36E-9AE4-879BFE752EBD,Brady Delacruz,1038,94,0,05/09/23
47BE3741-6718-BFA3-BD32-6B6921043388,Teagan Gregory,1675,85,0,05/21/23
8CA2C162-BED9-3782-B6D1-831C634F26E3,Fitzgerald Brady,1410,88,1,06/02/23
B691DF55-38C6-15B7-EB14-1EF39CB8AB18,Sarah Burris,1637,88,1,07/06/23
42850140-4DCB-1CD4-D11F-826BA5729125,Blaze Moses,1731,87,0,09/25/22
9CFEA51B-DB35-BB3F-2921-65366C4D4AD3,Stephanie Noel,1289,98,1,06/26/23
F0CBF5CE-6BA3-8E59-7702-173486CCEB3B,Akeem Reese,1658,81,0,01/02/23
C6966A3E-45CD-79EE-608B-CA9BE7DA9C07,Joseph Riddle,1124,61,1,02/27/23
6272D7B7-BC7F-E421-1EC8-C19715B06F69,Courtney Carr,1643,72,1,09/19/22
D9B45735-E819-EC99-DB37-3D272B816E61,Tad Rocha,1294,90,0,08/21/22
0AA6264E-B639-B6C9-701B-771CD83E3274,Moses Chang,1519,78,1,05/27/23
4B76A841-5598-7F1A-BC13-449C87398CE7,Chancellor Phelps,1911,91,1,05/24/23
312850D2-68E0-338D-AD64-C1387B8D1211,Joel Robinson,1050,77,1,05/28/23
7AF04BED-918C-5914-3AEE-FB609DD89F32,Solomon Gutierrez,1296,85,1,07/29/23
58E2D12E-B5CB-A707-D271-99E33C0E9A61,Beverly Bishop,1622,89,0,04/21/23
876E54A6-724F-C4DB-4E9F-921E60334DBD,Lael Reese,1756,79,0,09/25/22
447EE43A-C5AC-EB5E-24EA-3344B3437500,Sacha Orr,1966,96,0,08/06/22
5516A8C5-047C-90B5-D339-6B9153D624CE,Cassidy Mendez,1745,61,1,01/03/23
6DC405D3-3CE9-8CD1-1316-ECB72C198323,Zeus Wright,1980,61,0,05/14/23
D64B63B7-73C4-C2A2-53FD-A287F2A07342,Keely Reyes,1221,89,0,12/08/22
9792B9C9-84A2-C5BC-EEDE-CDFCB148223A,Hedley Gray,1724,87,1,09/02/22
54EEC10C-D891-C755-423A-93FADB5E9B9E,Azalia Strong,1335,80,0,06/26/23
57489C7D-12AB-D238-9D32-ADEC5B8624BF,Noelle Rios,1148,82,1,02/05/23
8E20A4C4-E051-99FC-AE5D-407DC36C1CE1,Kiayada Dean,1217,96,0,02/23/23
2BDA9731-BD98-8788-4C2E-B1959C553205,Malachi Mcconnell,1411,98,0,12/27/22
4033DDAA-C0E4-D20D-C05D-6876585ED585,Cheryl Hobbs,1029,78,1,08/11/22
7A2E4543-D500-B169-48B1-7F93734AA4DB,Athena Hernandez,1922,88,0,03/27/23
80F8A909-6CB2-521C-682C-9B4AB8FCA2BC,Ian Conner,1907,88,1,04/14/23
E7F45911-C7A9-B4A4-A394-E81F0A705284,Jonas Harmon,1368,60,1,01/16/23
CD78F353-E908-C061-D509-37F6477C5A53,Gemma Moore,1236,85,1,03/01/23
6D974A4B-C0B8-C635-2C5F-A2B3BE527520,Hayden Young,1863,84,0,09/08/22
517D3CFB-A1AC-7305-8E83-DAE7C374290F,Imogene Britt,1146,88,1,11/24/22
729F299C-E2AC-815F-A1A5-C65EB959217D,Cassandra Chase,1977,88,0,02/10/23
1D99D829-239C-6C2E-EC56-A498EBD0D11A,Tad Greer,1255,98,1,08/15/22
6A17AA14-2B71-53C6-E414-1C60A686513A,Anjolie Larsen,1930,76,1,08/25/22
05281576-DA12-32A9-7248-6A2C5CE11F5C,Beverly Lyons,1580,89,1,11/17/22
45241A12-0103-ED4E-1B1D-138A8AD9DD44,Tate Jordan,1746,66,0,05/17/23
4BEBE10A-4CD5-DDC2-77AB-A1ADE3619CDA,Oprah Lawson,1932,73,1,01/27/23
82387BDC-C32F-C818-A365-A7328CDFE7D2,Bruce Martin,1825,75,1,07/05/23
98D77183-3A9D-CC7B-C6E7-10AE998B7A30,Lysandra Holder,1501,73,1,05/21/23
FA8B89EB-E9E2-0E9C-445A-8B7856765317,Craig Sherman,1655,72,0,09/03/22
8445EC61-3B6E-E87F-510C-9A864E181B53,Carlos Velazquez,1538,75,1,03/12/23
67B8C3D5-0581-A24A-8B0B-6A1BF23C5173,Dana Wood,1372,91,0,01/30/23
5774D2E6-9EDF-C74E-7E40-2321F3C23580,Pearl Conrad,1166,78,1,06/20/23
17B63E8D-2A34-F9E3-A911-F830447EDEC8,Autumn Sellers,1456,72,1,12/06/22
16B935CB-468E-B5A3-9777-B8E790E8FD4D,Laura Fulton,1098,69,0,07/10/23
6285EE33-4556-6DAC-70A3-9429BBA665E9,Alma Shannon,1038,87,0,03/23/23
67B76F1E-F54F-1D42-D6A4-19F015F2D48E,Eaton Becker,1102,70,0,04/24/23
4C8F39A2-41FA-938C-473B-89CCA1846A38,Leigh Walls,1616,86,0,06/26/23
6D415347-9547-18E0-A9A1-3222854A6349,Mannix Grant,1763,67,0,02/27/23
F5E49856-4616-B57F-8B17-1FDE3E6C915E,Demetria Marsh,1050,67,1,05/23/23
7E028C92-87AA-3291-16D2-A8DD6E92A494,Christopher Serrano,1495,86,1,03/03/23
5DB631D4-58D4-38B9-3ABA-AB9E73429C7C,Destiny Henson,1260,80,0,09/30/22
C33C8896-A925-97E1-C804-28B48E9B6812,Maxine Irwin,1782,64,0,03/27/23
810B8F9B-6259-62FE-7914-97DD8176CC7B,Kitra Crosby,1249,63,1,07/19/23
88C373C1-9FA4-9320-5811-9C7B59C4425A,Tatiana Delgado,1060,92,0,03/20/23
ADD36495-4AA8-E78D-632E-DB7BF583DAB5,Kylie Crane,1540,93,0,09/08/22
62A1D9BB-CA23-B59E-F4B3-5A6344A906A7,Chaney Mayo,1541,95,0,06/19/23
EA1858D9-5813-CF51-C057-F28AE91C17CD,Josiah Wise,1667,100,1,04/24/23
361553AB-DBE5-4C53-05C3-1C1EB6D3E91D,India Riggs,1337,73,0,08/17/22
1B7A4BB4-E1E0-D84B-9B84-CBC396EDB93A,Harrison Foley,1308,88,1,01/17/23
09238D58-2DD2-9D62-3B4F-1F76BD0CF894,Ferris Weber,1413,88,0,07/07/23
6D6BC48E-3332-232C-5440-DC65DCE58B6A,Ella Hansen,1374,88,1,12/11/22
C99622E3-9798-780C-25A2-C7E7AF609158,Harrison Davenport,1393,93,0,07/27/23
3D6D5549-115B-A985-4C1C-721221242926,Adena Hopper,1905,77,0,09/20/22
04C4DB68-EFAA-8ADA-8881-314ABEE11C60,Myles Clarke,1781,95,0,10/17/22
854D49A1-9868-103D-34CB-674D6D25DCE9,Paula Hess,1307,75,1,03/08/23
EB1D132C-D791-B452-0F36-BA911C503191,Julie Weiss,1456,84,0,08/24/22
119E9158-F799-AD48-A892-74EC088CCB62,Demetria Hinton,1432,84,0,01/09/23
96FF5618-9171-DBC5-C694-81FD37696A8A,Andrew Rhodes,1582,73,0,05/10/23
AA3B43BA-99D0-ECD0-13E8-977DA06B12C5,Ruth Adkins,1296,95,1,01/28/23
C3A653FD-71C8-C5F1-417A-E6247C7AC774,Olympia Ramos,1243,100,0,06/30/23
CAD9299A-CF52-6EC4-DCD1-26F0095950B6,Stone Watson,1562,66,1,09/04/22
2D52E9B4-C5D6-0CC7-A465-B7485A09472E,Calvin Hogan,1853,91,0,05/31/23
98B0C7AE-3D71-5402-6D6A-E73905B15928,Nathan Gallegos,1075,89,1,07/07/23
8EF665BD-8257-0CFB-DAED-8CD6EA44936F,Malachi Ramsey,1929,96,0,02/09/23
3F212B1E-EC8C-4CFA-01B9-61526D7DB425,Herrod Reed,1161,83,1,08/10/22
9906578B-C9EA-DBD8-77E1-C112BC9BB22A,Jolie Osborn,1408,77,1,11/14/22
231690C9-521C-8BAB-D4D2-A442BD5826CB,Mia Glass,1100,66,0,07/23/23
5B28B6B4-45D7-E885-D665-E182864FE1EA,Maggy Barron,1677,75,0,05/18/23
AD83BB8C-46EB-5DC2-2AA8-93E5985DBDEB,Logan Quinn,1984,79,1,07/05/23
60B473B9-A6A2-253C-CC9E-E929956DEF4E,Clare Woods,1534,72,0,05/28/23
